source	target	interaction	directed	reaction_type	reaction_id	source_edge_type	target_edge_type
AT4G34000	AT1G68130	binding	False	binding/oligomerisation	rx00832	PRODUCT	SUBSTRATE
AT1G68130	ABF3|IDD14	activation	True	binding/oligomerisation	rx00832	SUBSTRATE	PRODUCT
AT1G45249	ABF3|IDD14	activation	True	binding/oligomerisation	rx00832	PRODUCT	PRODUCT
AT3G19290	ABF3|IDD14	activation	True	binding/oligomerisation	rx00832	PRODUCT	PRODUCT
AT1G49720	ABF3|IDD14	activation	True	binding/oligomerisation	rx00832	PRODUCT	PRODUCT
AT4G34000	ABF3|IDD14	activation	True	binding/oligomerisation	rx00832	PRODUCT	PRODUCT
AT1G68130	AT1G45249	binding	False	binding/oligomerisation	rx00833	SUBSTRATE	PRODUCT
AT1G68130	AT3G19290	binding	False	binding/oligomerisation	rx00833	SUBSTRATE	PRODUCT
AT1G68130	AT1G49720	binding	False	binding/oligomerisation	rx00833	SUBSTRATE	PRODUCT
AT1G68130	AT4G34000	binding	False	binding/oligomerisation	rx00833	SUBSTRATE	PRODUCT
AT1G45249	AT1G68130	binding	False	binding/oligomerisation	rx00833	PRODUCT	SUBSTRATE
AT3G19290	AT1G68130	binding	False	binding/oligomerisation	rx00833	PRODUCT	SUBSTRATE
AT1G49720	AT1G68130	binding	False	binding/oligomerisation	rx00833	PRODUCT	SUBSTRATE
AT4G34000	AT1G68130	binding	False	binding/oligomerisation	rx00833	PRODUCT	SUBSTRATE
AT1G68130	ABF4|IDD14	activation	True	binding/oligomerisation	rx00833	SUBSTRATE	PRODUCT
AT1G45249	ABF4|IDD14	activation	True	binding/oligomerisation	rx00833	PRODUCT	PRODUCT
AT3G19290	ABF4|IDD14	activation	True	binding/oligomerisation	rx00833	PRODUCT	PRODUCT
AT1G49720	ABF4|IDD14	activation	True	binding/oligomerisation	rx00833	PRODUCT	PRODUCT
AT4G34000	ABF4|IDD14	activation	True	binding/oligomerisation	rx00833	PRODUCT	PRODUCT
AT2G43790	AT1G72360	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT2G43790	AT2G47520	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT2G43790	AT1G53910	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT2G43790	AT3G14230	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT2G43790	AT3G16770	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT3G45640	AT1G72360	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT3G45640	AT2G47520	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT3G45640	AT1G53910	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT3G45640	AT3G14230	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT3G45640	AT3G16770	activation	True	protein activation	rx00834	SUBSTRATE	ACTIVATES
AT2G43010	AT1G32330	binding	False	binding/oligomerisation	rx00835	SUBSTRATE	SUBSTRATE
AT1G32330	AT2G43010	binding	False	binding/oligomerisation	rx00835	SUBSTRATE	SUBSTRATE
AT2G43010	HSFA1d|PIF4	activation	True	binding/oligomerisation	rx00835	SUBSTRATE	PRODUCT
AT1G32330	HSFA1d|PIF4	activation	True	binding/oligomerisation	rx00835	SUBSTRATE	PRODUCT
red light	AT1G09570	activation	True	protein activation	rx00836	ACTIVATES	PRODUCT
red light	AT2G18790	activation	True	protein activation	rx00837	ACTIVATES	PRODUCT
AT1G14920	AT2G40220	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT3G03450	AT2G40220	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT5G17490	AT2G40220	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT1G66350	AT2G40220	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT2G01570	AT2G40220	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT2G40220	AT1G14920	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT2G40220	AT3G03450	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT2G40220	AT5G17490	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT2G40220	AT1G66350	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT2G40220	AT2G01570	binding	False	binding/oligomerisation	rx00838	SUBSTRATE	SUBSTRATE
AT1G14920	ABI4|RGL2	activation	True	binding/oligomerisation	rx00838	SUBSTRATE	PRODUCT
AT3G03450	ABI4|RGL2	activation	True	binding/oligomerisation	rx00838	SUBSTRATE	PRODUCT
AT5G17490	ABI4|RGL2	activation	True	binding/oligomerisation	rx00838	SUBSTRATE	PRODUCT
AT1G66350	ABI4|RGL2	activation	True	binding/oligomerisation	rx00838	SUBSTRATE	PRODUCT
AT2G01570	ABI4|RGL2	activation	True	binding/oligomerisation	rx00838	SUBSTRATE	PRODUCT
AT2G40220	ABI4|RGL2	activation	True	binding/oligomerisation	rx00838	SUBSTRATE	PRODUCT
AT1G09570	AT1G09530	inhibition	True	protein deactivation	rx00839	PRODUCT	ACTIVATES
AT2G18790	AT1G09530	inhibition	True	protein deactivation	rx00840	PRODUCT	ACTIVATES
red light	AT5G11260	activation	True	protein activation	rx00841	ACTIVATES	ACTIVATES
AT2G40220	AT1G14920	activation	True	transcriptional/translational activation	rx00842	SUBSTRATE	SUBSTRATE
AT2G40220	AT3G03450	activation	True	transcriptional/translational activation	rx00842	SUBSTRATE	SUBSTRATE
AT2G40220	AT5G17490	activation	True	transcriptional/translational activation	rx00842	SUBSTRATE	SUBSTRATE
AT2G40220	AT1G66350	activation	True	transcriptional/translational activation	rx00842	SUBSTRATE	SUBSTRATE
AT2G40220	AT2G01570	activation	True	transcriptional/translational activation	rx00842	SUBSTRATE	SUBSTRATE
ABI4|RGL2	AT2G36270	activation	True	transcriptional/translational activation	rx00843	PRODUCT	PRODUCT
ABI4|RGL2	AT1G14920	activation	True	transcriptional/translational activation	rx00844	PRODUCT	SUBSTRATE
ABI4|RGL2	AT3G03450	activation	True	transcriptional/translational activation	rx00844	PRODUCT	SUBSTRATE
ABI4|RGL2	AT5G17490	activation	True	transcriptional/translational activation	rx00844	PRODUCT	SUBSTRATE
ABI4|RGL2	AT1G66350	activation	True	transcriptional/translational activation	rx00844	PRODUCT	SUBSTRATE
ABI4|RGL2	AT2G01570	activation	True	transcriptional/translational activation	rx00844	PRODUCT	SUBSTRATE
AT2G40220	AT2G36270	activation	True	transcriptional/translational activation	rx00845	SUBSTRATE	PRODUCT
AT2G36270	AT5G11260	binding	False	binding/oligomerisation	rx00846	PRODUCT	ACTIVATES
AT5G11260	AT2G36270	binding	False	binding/oligomerisation	rx00846	ACTIVATES	PRODUCT
AT2G36270	ABI5|HY5	activation	True	binding/oligomerisation	rx00846	PRODUCT	PRODUCT
AT5G11260	ABI5|HY5	activation	True	binding/oligomerisation	rx00846	ACTIVATES	PRODUCT
ABI5|HY5	AT2G36270	activation	True	transcriptional/translational activation	rx00847	PRODUCT	PRODUCT
AT1G45249	AT4G27410	activation	True	transcriptional/translational activation	rx00848	PRODUCT	PRODUCT
AT3G19290	AT4G27410	activation	True	transcriptional/translational activation	rx00848	PRODUCT	PRODUCT
AT1G49720	AT4G27410	activation	True	transcriptional/translational activation	rx00848	PRODUCT	PRODUCT
AT4G34000	AT4G27410	activation	True	transcriptional/translational activation	rx00848	PRODUCT	PRODUCT
AT1G45249	AT4G27410	activation	True	transcriptional/translational activation	rx00849	PRODUCT	PRODUCT
AT3G19290	AT4G27410	activation	True	transcriptional/translational activation	rx00849	PRODUCT	PRODUCT
AT1G49720	AT4G27410	activation	True	transcriptional/translational activation	rx00849	PRODUCT	PRODUCT
AT4G34000	AT4G27410	activation	True	transcriptional/translational activation	rx00849	PRODUCT	PRODUCT
AT1G45249	AT1G52890	activation	True	transcriptional/translational activation	rx00850	PRODUCT	PRODUCT
AT3G19290	AT1G52890	activation	True	transcriptional/translational activation	rx00850	PRODUCT	PRODUCT
AT1G49720	AT1G52890	activation	True	transcriptional/translational activation	rx00850	PRODUCT	PRODUCT
AT4G34000	AT1G52890	activation	True	transcriptional/translational activation	rx00850	PRODUCT	PRODUCT
Heat	AT2G43790	activation	True	protein activation	rx00851	ACTIVATES	SUBSTRATE
Heat	AT3G45640	activation	True	protein activation	rx00851	ACTIVATES	SUBSTRATE
AT2G47190	AT3G15500	activation	True	transcriptional/translational activation	rx00852	INHIBITS	SUBSTRATE
AT2G40220	AT1G01480	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT2G22810	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT3G49700	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT3G61510	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT4G08040	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT4G11280	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT4G26200	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT4G37770	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G40220	AT5G65800	inhibition	True	transcriptional/translational repression	rx00853	SUBSTRATE	ACTIVATES
AT2G47190	AT1G52890	activation	True	transcriptional/translational activation	rx00854	INHIBITS	PRODUCT
AT2G40220	AT1G77330	inhibition	True	transcriptional/translational repression	rx00855	SUBSTRATE	ACTIVATES
AT2G40220	AT1G05010	inhibition	True	transcriptional/translational repression	rx00855	SUBSTRATE	ACTIVATES
AT2G40220	AT1G62380	inhibition	True	transcriptional/translational repression	rx00855	SUBSTRATE	ACTIVATES
AT2G40220	AT1G12010	inhibition	True	transcriptional/translational repression	rx00855	SUBSTRATE	ACTIVATES
AT2G40220	AT2G19590	inhibition	True	transcriptional/translational repression	rx00855	SUBSTRATE	ACTIVATES
AT2G43790	AT2G26150	activation	True	protein activation	rx00856	SUBSTRATE	PRODUCT
AT3G45640	AT2G26150	activation	True	protein activation	rx00856	SUBSTRATE	PRODUCT
AT1G06160	AT3G15500	activation	True	transcriptional/translational activation	rx00857	ACTIVATES	SUBSTRATE
AT1G06160	AT1G52890	activation	True	transcriptional/translational activation	rx00858	ACTIVATES	PRODUCT
AT1G06160	AT4G27410	activation	True	transcriptional/translational activation	rx00859	ACTIVATES	PRODUCT
AT5G11260	AT3G15500	activation	True	transcriptional/translational activation	rx00860	ACTIVATES	SUBSTRATE
Ca2+	AT5G55990	binding	False	binding/oligomerisation	rx00861	SUBSTRATE	SUBSTRATE
AT5G55990	Ca2+	binding	False	binding/oligomerisation	rx00861	SUBSTRATE	SUBSTRATE
Ca2+	CBL2|Ca2+	activation	True	binding/oligomerisation	rx00861	SUBSTRATE	PRODUCT
AT5G55990	CBL2|Ca2+	activation	True	binding/oligomerisation	rx00861	SUBSTRATE	PRODUCT
AT4G26570	Ca2+	binding	False	binding/oligomerisation	rx00862	SUBSTRATE	SUBSTRATE
Ca2+	AT4G26570	binding	False	binding/oligomerisation	rx00862	SUBSTRATE	SUBSTRATE
AT4G26570	CBL3|Ca2+	activation	True	binding/oligomerisation	rx00862	SUBSTRATE	PRODUCT
Ca2+	CBL3|Ca2+	activation	True	binding/oligomerisation	rx00862	SUBSTRATE	PRODUCT
AT5G51990	AT4G27410	activation	True	transcriptional/translational activation	rx00863	ACTIVATES	PRODUCT
AT5G53210	AT3G50500	inhibition	True	protein deactivation	rx00864	ACTIVATES	PRODUCT
AT5G53210	AT5G66880	inhibition	True	protein deactivation	rx00865	ACTIVATES	PRODUCT
AT5G53210	AT1G10940	inhibition	True	protein deactivation	rx00866	ACTIVATES	ACTIVATES
AT5G53210	AT1G78290	inhibition	True	protein deactivation	rx00866	ACTIVATES	ACTIVATES
AT5G53210	AT4G33950	inhibition	True	protein deactivation	rx00866	ACTIVATES	ACTIVATES
AT2G38170	Ca2+	translocation	True	translocation	rx00869	ACTIVATES	SUBSTRATE
AT3G51860	Ca2+	translocation	True	translocation	rx00870	ACTIVATES	SUBSTRATE
AT2G46510	AT1G17380	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G19180	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G30135	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G48500	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G70700	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G72450	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G74950	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT2G34600	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT3G17860	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT3G43440	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT5G13220	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT5G20900	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G17380	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G19180	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G30135	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G48500	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G70700	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G72450	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT1G74950	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT2G34600	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT3G17860	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT3G43440	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT5G13220	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT1G01260	AT5G20900	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G17380	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G19180	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G30135	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G48500	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G70700	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G72450	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT1G74950	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT2G34600	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT3G17860	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT3G43440	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT5G13220	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT4G16430	AT5G20900	inhibition	True	protein deactivation	rx00872	INHIBITS	SUBSTRATE
AT2G46510	AT1G17380	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G19180	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G30135	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G48500	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G70700	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G72450	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G74950	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT2G34600	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT3G17860	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT3G43440	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT5G13220	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT5G20900	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G17380	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G19180	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G30135	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G48500	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G70700	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G72450	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT1G74950	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT2G34600	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT3G17860	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT3G43440	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT5G13220	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT1G01260	AT5G20900	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G17380	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G19180	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G30135	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G48500	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G70700	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G72450	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT1G74950	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT2G34600	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT3G17860	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT3G43440	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT5G13220	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT4G16430	AT5G20900	inhibition	True	protein deactivation	rx00873	INHIBITS	SUBSTRATE
AT2G46510	AT1G17380	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT1G19180	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT1G30135	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT1G48500	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT1G70700	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT1G72450	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT1G74950	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT2G34600	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT3G17860	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT3G43440	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT5G13220	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT2G46510	AT5G20900	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G17380	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G19180	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G30135	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G48500	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G70700	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G72450	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT1G74950	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT2G34600	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT3G17860	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT3G43440	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT5G13220	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT1G01260	AT5G20900	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G17380	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G19180	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G30135	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G48500	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G70700	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G72450	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT1G74950	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT2G34600	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT3G17860	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
AT4G16430	AT3G43440	inhibition	True	protein deactivation	rx00874	INHIBITS	SUBSTRATE
